ID,Clee,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
3038116,19046812110006831000000000U9,ESTETICA UNISEX ALMA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,DIEGO DIAZ DE BERLANGA,CALLE,LUIS MALO,CALLE,JOSE MARIA LETONA,CALLE,PEDRO TABOADA,508,,,,,,COLONIA,VALLE DE SANTO DOMINGO FOMERREY 34,,,,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,095A,019,,,,Fijo,25.74686302,-100.2589639,2010-07
2974984,19046812110011691000000000U0,ESTETICA UNISEX ANGIE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PADRE MIER,CALLE,GENERAL IGNACIO LOPEZ RAYON,CALLE,GENERAL FRANCISCO NARANJO,CALLE,GENERAL MARIANO ESCOBEDO,522,,,,0,,COLONIA,SAN NICOLAS CENTRO,,,,66400,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0095,033,8116496033,,,Fijo,25.75305862,-100.2954171,2014-12
3028007,19046812110000131000000000U0,ESTETICA UNISEX BELEN,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,TUBACERO,AVENIDA,ACEROS,CALLE,POLIS,CALLE,GRAMA,208,,,,,,COLONIA,TORRES DE SANTO DOMINGO,,,,66440,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0536,003,,,,Fijo,25.75340898,-100.2438063,2010-07
8684216,19046812110014221000000000U3,ESTETICA UNISEX BENNY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SINALOA,CALLE,NUEVO LEON,CALLE,CHIHUAHUA,CALLE,VERACRUZ,701,,,,,,COLONIA,AZTECA,,,,66486,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1233,002,,,,Fijo,25.72275063,-100.2710853,2019-11
3020755,19046812110003341000000000U2,ESTETICA UNISEX BETTY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,NINGUNO,CALLE,BURGOS,AVENIDA,UNIVERSIDAD,CALLE,BURGOS,220,2,,,,,COLONIA,CENTRO DE SAN NICOLAS DE LOS GARZA,,,,66428,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0042,045,8183762855,,,Fijo,25.75461523,-100.2976574,2010-07
3011846,19046467115000471000000000U7,ESTETICA UNISEX BLANCA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,16,CALLE,ALFONSO DE LA GARZA GUERRA,CALLE,26,CALLE,HIGINIO RODRÍGUEZ,700,,,,0,,RESIDENCIAL,LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1746,026,8180574168,,,Fijo,25.73669243,-100.2812726,2010-07
3035610,19046812110009141000000000U0,ESTETICA UNISEX CASSANDRA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,EDUARDO A. ELIZONDO,CALLE,GENERAL ANTONIO I. VILLARREAL,CALLE,NICEFORO ZAMBRANO,CALLE,DOCTOR JOSÉ ELEUTERIO GONZÁLEZ,504,,,,,,COLONIA,PEÑA GUERRA,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0343,002,,,,Fijo,25.71673551,-100.2568942,2010-07
3030872,19046812110003161000000000U4,ESTETICA UNISEX CHELY S,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LONDRES,CALLE,RIO ORINOCO,CALLE,RIO LERMA,CALLE,RÍO USUMACINTA,1400,,,,,,COLONIA,VILLAS DE CASA BLANCA,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1356,015,8110416330,,,Fijo,25.73155753,-100.2404811,2010-07
3035569,19046812110000981000000000U8,ESTETICA UNISEX D CLAUDIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SALVADOR ALVARADO,CALLE,ANTIGUO CAMINO A APODACA,CALLE,EDUARDO LIVAS VILLARREAL,CALLE,RAÚL RANGEL FRÍAS,290,,,,,,COLONIA,PEÑA GUERRA,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0343,054,,,,Fijo,25.72167802,-100.2562624,2010-07
2975869,19046812110012461000000000U7,ESTETICA UNISEX D PIG,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CHOPO,CALLE,ANTIGUO CAMINO A LAGRANGE,CALLE,JACARANDA,CALLE,ENCINO,,SN,,,,,COLONIA,ARBOLEDAS DE SANTO DOMINGO,,,,66448,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,152A,023,,,,Fijo,25.74957409,-100.253211,2014-12
3006078,19046812110000411000000000U6,ESTETICA UNISEX DE JOSE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,PICO ACONCAGUA,CALLE,CORDILLERA CANTABRICA,CALLE,SIERRA DE JUAREZ,CALLE,PICO SANTA ISABEL,1061,,,,0,,COLONIA,LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0540,048,8131282742,,,Fijo,25.74020228,-100.2680334,2010-07
3032688,19046812110007471000000000U3,ESTETICA UNISEX DENISSE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,UNION,CALLE,BASALTO,CALLE,BRASA,CALLE,SERPENTINO,938,,,,,,COLONIA,PARQUE LA TALAVERNA,,,,66473,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1623,030,,,,Fijo,25.7164503,-100.2306689,2010-07
8684221,19046812110014231000000000U2,ESTETICA UNISEX DORIS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SEGUNDA AVENIDA,CALLE,PROFESOR ABRAHAM Z. GARZA,CALLE,JUAN CANTU GARCIA,CALLE,PRIMERA AVENIDA,318,A,,,0,,COLONIA,GARZA CANTU,,,,66480,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1676,021,8120096465,,,Fijo,25.71523342,-100.299449,2019-11
2978048,19046812110012511000000000U9,ESTETICA UNISEX EBENEZER,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,CASA BLANCA,CALLE,RIO PANUCO,AVENIDA,LONDRES,CALLE,RÍO BALSAS,506,,,,,,COLONIA,VILLAS DECASA BLANCA,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1356,005,8140402846,,,Fijo,25.73315749,-100.240626,2014-12
7658260,19046812110020311000000000U4,ESTETICA UNISEX EDITH,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CONFEDERACION DE TRABAJADORES DE MEXICO,AVENIDA,DERECHOS DEL TRABAJADOR,PEATONAL,DE LA LIBERTAD,AVENIDA,DERECHOS DEL TRABAJADOR,0,SN,,,0,,COLONIA,CONSTITUYENTES DE QUERETARO SECT 4,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1252,025,,,,Fijo,25.71308224,-100.2621219,2019-11
2979790,19046812110013911000000000U0,ESTETICA UNISEX ELIZABETH,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,EL ROBLE,CALLE,NOGAL,CALLE,CALLE DE LOS PINOS,CALLE,FRESNOS,901,A,,,,,COLONIA,HACIENDA LOS MORALES 3 SECTOR,,,,66496,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,145A,013,8183948892,,,Fijo,25.71358691,-100.2451133,2014-12
3032090,19046812110009201000000000U2,ESTETICA UNISEX ERICKA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SANTA LUCIA,AVENIDA,AVENIDA OSCAR ARIZPE,ANDADOR,NINGUNO,CALLE,SANTA TERESA,216,,,,,,COLONIA,INDUSTRIAS DEL VIDRO 3ER. SECTOR,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0362,068,,,,Fijo,25.70843183,-100.2562284,2010-07
3035707,19046812110007921000000000U7,ESTETICA UNISEX FANY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,HERIBERTO JARA,CALLE,FROYLAN MANJARREZ,CALLE,SALVADOR ALVARADO,CALLE,NICÉFORO ZAMBRANO,405,,,,,,COLONIA,CONSTITUYENTES DE QUERETARO SECT 1,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1604,029,8183346464,,,Fijo,25.71526434,-100.254053,2010-07
8794264,19046812110015991000000000U0,ESTETICA UNISEX FUSSION,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,UNION,CALLE,LOS LAURELES,CALLE,OLMO,CALLE,ABETO,1025,,,,,,COLONIA,LOS LAURELES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1623,025,8112416888,,,Fijo,25.71684091,-100.2319882,2019-11
7678576,19046812110015421000000000U8,ESTETICA UNISEX GRISEL,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CALLE DE LOS GRANDES LAGOS,CALLE,IGNACIO DE LOYOLA,CALLE,SAN LEON,AVENIDA,FÉNIX,1201,A,,,0,,COLONIA,FRESNOS DEL LAGO,,,,66477,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1587,029,,,,Fijo,25.73273099,-100.2190104,2019-11
3007004,19046812110000221000000000U9,ESTETICA UNISEX HAIRLINE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,FRANCISCO VILLA,ANDADOR,NINGUNO,CALLE,DIVISION DEL NORTE,CALLE,GENERAL CONTRERAS,0,SN,,,0,,COLONIA,FRANCISCO VILLA,,,,66430,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0979,041,,,,Fijo,25.7471472,-100.275655,2010-07
3035885,19046812110001191000000000U3,ESTETICA UNISEX IMAGE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,LIBERTAD DE EXPRESION,PEATONAL,PEATONAL DE LAS GARANTIAS INDIVIDUALES,CALLE,CONFEDERACION DE TRABAJADORES DE MEXICO,PEATONAL,PLAN DE GUADALUPE,,SN,,,,,COLONIA,CONSTITUYENTES DE QUERETARO 4 SECTOR,,,,66490,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1252,032,8183792157,,,Fijo,25.71160146,-100.2647971,2010-07
7540840,19046812110017381000000000U2,ESTETICA UNISEX IRENE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,VICENTE SUAREZ,CALLE,ÁLVARO OBREGON,AVENIDA,ZACATECAS,CALLE,FRANCISCO MÁRQUEZ,,SN,,,,,COLONIA,HEROES DE MEXICO TERCER SECTOR,,,,66415,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0856,018,,,,Fijo,25.76238698,-100.2695656,2019-11
3026366,19046812110001541000000000U9,ESTETICA UNISEX JESUS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,IRLANDESES,CALLE,ROMANOS,CALLE,CHIPRIOTAS,CALLE,SUECOS,,SN,,,,,COLONIA,CARMEN ROMANO DE LOPEZ PORTILLO (FOMERREY 27),,,,66444,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1125,017,8114954646,MANUEL-ORTIZ321@HOTMAIL.COM,,Fijo,25.72784376,-100.2742677,2010-07
3038142,19046812110006041000000000U5,ESTETICA UNISEX KATY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ANTONIO BELAN,CALLE,CRISTOBAL HIDALGO,CALLE,MANUEL DE LA  PEÑA Y PEÑA,CALLE,MARISCAL CAMARGO,201,SN,,,,,COLONIA,VALLE DE SANTODOMINGO FOMERREY 34,,,,66447,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,095A,036,,,,Fijo,25.74542031,-100.2588886,2010-07
3027921,19046812110007441000000000U6,ESTETICA UNISEX LAURA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,DIEGO DIAZ DE BERLANGA,CALLE,ARMIÑO,CALLE,PANDA,CALLE,FAISÁN,1714,,,,0,,COLONIA,AQUILES SERDAN FOMERREY 33,,,,66449,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1407,006,8183822066,,,Fijo,25.75408495,-100.2491065,2010-07
7541253,19046812110017961000000000U1,ESTETICA UNISEX LIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,MONTES BERNESES,AVENIDA,HEROES DE MEXICO,CALLE,LONDRES,CALLE,PARÍS,211,A,,,0,,COLONIA,EL REFUGIO,,,,66430,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0076,046,8117951171,ABRILLIA@GMAIL.COM,,Fijo,25.75673873,-100.2658775,2019-11
3033677,19046812110009251000000000U7,ESTETICA UNISEX LUCY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,DECIMA,CALLE,NICOLAS BRAVO,CALLE,LOS PARQUES,CALLE,NICOLÁS BRAVO,102,,,,,,COLONIA,MIGUEL ALEMAN,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0786,031,,,,Fijo,25.7181191,-100.223113,2010-07
3021029,19046812110008401000000000U9,ESTETICA UNISEX MAYRA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SANTIAGO TAPIA,CALLE,GENERAL SIMON BOLIVAR,AVENIDA,ARTURO B. DE LA GARZA,CALLE,RAMÓN TREVIÑO,801,,,,,,COLONIA,CENTRO,,,,66400,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0042,042,8112702483,,,Fijo,25.76157176,-100.288072,2010-07
3023949,19046812110007571000000000U0,ESTETICA UNISEX MONY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,SANTO DOMINGO,CALLE,NUEVO LEON,CALLE,CHIHUAHUA,CALLE,COAHUILA,,SN,,,,,COLONIA,NICOLAS BRAVO,,,,66410,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0127,045,8181359104,,,Fijo,25.75362634,-100.2725685,2010-07
3011577,19046812110004001000000000U1,ESTETICA UNISEX NANCY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,21,CALLE,CENTRAL PONIENTE,CALLE,HORACIO H. GARZA,CALLE,20 SUR,721,A,,,0,,FRACCIONAMIENTO,LAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1750,022,8180577121,,,Fijo,25.73356089,-100.282005,2010-07
3021300,19046812110001721000000000U7,ESTETICA UNISEX NEW LOOK,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,GENERAL IGNACIO LOPEZ RAYON,CALLE,PORFIRIO DIAZ,CALLE,GENERAL NICOLAS BRAVO,PRIVADA,IGNACIO LÓPEZ RAYÓN,203,,,,13,13,COLONIA,SAN NICOLAS CENTRO,,,,66400,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0057,045,8182992637,,,Fijo,25.75515274,-100.2962796,2010-07
3006074,19046812110003071000000000U5,ESTETICA UNISEX NEW YOU,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,,PICO BOLÍVAR,,PICO ACONCAGUA,,PICO DEL FUEGO,,SIERRA DE JUÁREZ,1001,,,,,,,LAS PUENTES NOVENO SECTOR,,,,,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0540,033,,ESTHERBALLEZA@HOTMAIL.COM,,Fijo,25.74050265,-100.2706869,2010-07
7658152,19046812110020261000000000U1,ESTETICA UNISEX NICOLAS ARREDONDO,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,BONIFACIO SALINAS,CALLE,OLIVOS,CALLE,AVENIDA D,CALLE,ARNULFO BARRERA,216,,,,,,COLONIA,HACIENDA LOS MORALES 3 SECTOR,,,,66496,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1445,028,,,,Fijo,25.71252286,-100.2390352,2019-11
3026780,19046812110005561000000000U3,ESTETICA UNISEX NITZY,ESTETICA UNISEX NITZY ,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,CRONOS,CALLE,GEA,CALLE,ARTEMISA,CALLE,MEDEA,1117,,,,,,COLONIA,PASEO DE LOS ANDES 1 SECTOR,,,,66444,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1055,037,,,,Fijo,25.73718944,-100.2647589,2010-07
2978374,19046812110012441000000000U9,ESTETICA UNISEX PATY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,SAN BENITO DEL LAGO,CALLE,LAGO DE PATOS,CALLE,LAGO DE JACO,CALLE,LAGO SUPERIOR,,SN,,,,,COLONIA,HACIENDA LOS ANGELES 5 SEC,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1106,066,,,,Fijo,25.72553196,-100.2206436,2014-12
3032694,19046812110008371000000000U4,ESTETICA UNISEX RAQUEL,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,UNION,CALLE,BASALTO,CALLE,BRASA,CALLE,SERPENTINO,904,,,,,,COLONIA,PARQUE LA TALAVERNA,,,,66473,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1623,030,,,,Fijo,25.71624917,-100.2294223,2010-07
7563293,19046812110019561000000000U7,ESTETICA UNISEX RAQUEL,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,A TLACHICUERIAS,AVENIDA,A TLACHICUERIAS,CALLE,AVELLANA,CALLE,MANZANO,611,,,,,,COLONIA,RESIDENCIAL SANTO DOMINGO SECTOR 1,,,,66448,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,152A,005,,,,Fijo,25.75050993,-100.2510962,2019-11
7541008,19046812110017631000000000U0,ESTETICA UNISEX RIVERA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,PRIVADA,RICARDO CANAVATI,PRIVADA,GENEROSO LOZANO,PRIVADA,LOZANO,CALLE,DOCTOR IGNACIO ROEL,152,,,,,,COLONIA,MEXICO LINDO,,,,66410,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1731,013,,,,Fijo,25.76263504,-100.2725625,2019-11
2979897,19046812110010921000000000U2,ESTETICA UNISEX RIZOS,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,UNION,CALLE,OLMO,CALLE,GENERAL BONIFACIO SALINAS LEAL,CALLE,ABETO,935,,,,,,COLONIA,LOS LAURELES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1623,026,,,,Fijo,25.71648395,-100.2300681,2014-12
2978033,19046812110012881000000000U6,ESTETICA UNISEX ROCIO,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ANTIGUO CAMINO A APODACA,AVENIDA,FUNDIDORES,CALLE,RIO HONDO,CALLE,RÍO GRANDE,489,,,,,,COLONIA,VILLAS DE ORIENTE,,,,66470,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1356,024,8183200878,,,Fijo,25.73093988,-100.2464912,2014-12
3038214,19046812110011131000000000U7,ESTETICA UNISEX ROSSY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,HECTOR VICTORIA,CALLE,DURAZNO,CALLE,ROBLE,CALLE,OMBÚ,839,B,,,0,,COLONIA,LOS NARANJOS 2 SECTOR,,,,66448,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1534,031,8186020104,,,Fijo,25.74562309,-100.2506898,2010-07
3006938,19046812110012521000000000U8,ESTETICA UNISEX ROSSY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,CALLE,VOLCAN DE TANCITARO,RETORNO,NINGUNO,CALLE,PICO DE AJUSCO,514,A,,,,,COLONIA,LAS PUENTES TERCER SECTOR,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1322,030,8184767267,,,Fijo,25.74192082,-100.281968,2010-07
9063721,19046812110020601000000000U8,ESTETICA UNISEX ROSSY SAUCEDO,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS TORRES,CALLE,RAFAEL DE LOS RIOS,AVENIDA,ARTICULO 123,CALLE,ENRIQUE COLUNGA,939,,,,,,COLONIA,UNIDAD LABORAL 2 SECTOR,,,,66440,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1017,013,,,,Fijo,25.74153535,-100.2473852,2019-11
7657866,19046812110020101000000000U9,ESTETICA UNISEX SAGIMA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,JOSE LOPEZ PORTILLO,CALLE,REVOLUCION,AVENIDA,ROMULO GARZA,PEATONAL,EMANCIPACIÓN,,SN,,,,,COLONIA,FIDEL VELAZQUEZ 1 SECTOR,,,,66496,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0362,048,,,,Fijo,25.71263145,-100.2581926,2019-11
7540841,19046812110017391000000000U1,ESTETICA UNISEX SIN NOMBRE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ZACATECAS,CALLE,FRANCISCO MARQUEZ,CALLE,VICENTE SUAREZ,CALLE,ÁLVARO OBREGÓN,802,,,,,,COLONIA,HEROES DE MEXICO TERCER SECTOR,,,,66415,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0856,018,8113697197,RUBIESTETICAUNISEX@HOTMAIL.COM,,Fijo,25.76159742,-100.2701704,2019-11
7540842,19046812110017401000000000U8,ESTETICA UNISEX SIN NOMBRE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,ZACATECAS,CALLE,FRANCISCO MARQUEZ,CALLE,VICENTE SUAREZ,CALLE,ÁLVARO OBREGÓN,806,,,,,,COLONIA,HEROES DE MEXICO TERCER SECTOR,,,,66415,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0856,018,,,,Fijo,25.76179511,-100.2700979,2019-11
3023263,19046812110003131000000000U7,ESTETICA UNISEX SIN NOMBRE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ESTADO DE GUERRERO,CALLE,TAXCO DE ALARCON,CALLE,23 DE FEBRERO,CALLE,MIGUEL NEGRETE,142,,,,,,COLONIA,VICENTE GUERRERO,,,,66437,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1500,022,8183823835,,,Fijo,25.754126,-100.2588637,2010-07
3028070,19046812110000151000000000U8,ESTETICA UNISEX SIN NOMBRE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,COBRE NATIVO,CALLE,PLATA NATIVA,CALLE,AZUFRE,CALLE,PIRITA,401,,,,,,COLONIA,VALLE DEL MEZQUITAL (FOMERREY 30),,,,66440,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1002,031,8138624234,,,Fijo,25.74032783,-100.2453019,2010-07
3030332,19046812110000751000000000U5,ESTETICA UNISEX SOFIA,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,FUNDIDORES,CALLE,MINA DE SODIO,CALLE,MINA DE MAGNESIO,CALLE,MINA DE PALADIO,609,,,,,,COLONIA,LA ESTANCIA,,,,66476,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1163,006,,,,Fijo,25.72648962,-100.2423431,2010-07
3011722,19046812110006401000000000U1,ESTETICA UNISEX STUDIO 58,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,LAS PUENTES,AVENIDA,SAN NICOLAS,CALLE,SIERRA DEL CORO,CALLE,CERRO DE SANTIAGO,305,,,,,,COLONIA,LAS PUENTES SEGUNDO SECTOR,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,0201,011,815853971,,,Fijo,25.74321981,-100.2877748,2010-07
3005423,19046812110001581000000000U5,ESTETICA UNISEX TERE,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,ANDADOR,CALLE,PICO DE ALMANZOR,CALLE,MONTE KENYA,AVENIDA,MAGUEYES,1500,A,,,0,,COLONIA,LAS NUEVAS PUENTES,,,,66460,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1303,031,8183309411,,,Fijo,25.74733779,-100.262083,2010-07
7563172,19046812110019551000000000U8,ESTETICA UNISEX VERO,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,AVENIDA,DIEGO DIAZ DE BERLANGA,CALLE,PANDA,CALLE,LEOPARDO,CALLE,FAISÁN,1620,,,,0,,COLONIA,AQUILES SERDAN,,,,66449,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1407,017,,,,Fijo,25.75360168,-100.2504138,2019-11
3020789,19046812110007241000000000U0,ESTETICA UNISEX YANCY,,812110,Salones y clínicas de belleza y peluquerías,0 a 5 personas,CALLE,MURCIA,CALLE,ANTIGUO CAMINO A SALINAS VICTORIA,AVENIDA,ARTURO B. DE LA GARZA,CALLE,GIJÓN,524,,,,,,COLONIA,FRACCIONAMIENTO VILLERREAL,,,,66427,19,NUEVO LEÓN   ,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1483,007,8114873735,AAYCNAY@GMAIL.COM,,Fijo,25.76645259,-100.2902429,2010-07
